"StartDate","EndDate","Status","IPAddress","Progress","cumTime","Finished","RecordedDate","ResponseId","Consent","VMItrain_1","VMItrain_2","VMItrain_3","VMItrain_4","formalExp","informalExp","chalFreq","auth_4","auth_7","auth_11","auth_1","auth_8","auth_12","auth_2","auth_5","auth_9","auth_13","auth_3","auth_6","auth_10","auth_14","tfl_1","tfl_7","tfl_13","tfl_2","tfl_8","tfl_14","tfl_3","tfl_9","tfl_15","tfl_4","tfl_10","tfl_16","tfl_5","tfl_11","tfl_17","tfl_6","tfl_12","tfl_18","ili_1","ili_5","ili_9","ili_13","ili_2","ili_6","ili_10","ili_14","ili_3","ili_7","ili_11","ili_15","ili_4","ili_8","ili_12","leadChal_1","leadChal_2","leadChal_3","leadChal_4","leadChal_5","leadChal_6","leadChal_7","leadChal_8","leadChal_9","leadChal_10","leadChal_11","leadChal_12","leadChal_13","PL.1","PL.2","PL.3","PL.4","PL.5","PL.6","PL.7","PL.8","PL.9","PL.10","PL.11","PL.12","PL.13","PL.14","bfi_1","bfi_6","bfi_11","bfi_16","bfi_21","bfi_26","bfi_31","bfi_36","bfi_2","bfi_7","bfi_12","bfi_17","bfi_22","bfi_27","bfi_32","bfi_37","bfi_42","bfi_3","bfi_8","bfi_13","bfi_18","bfi_23","bfi_28","bfi_33","bfi_38","bfi_43","bfi_4","bfi_9","bfi_14","bfi_19","bfi_24","bfi_29","bfi_34","bfi_39","bfi_5","bfi_10","bfi_15","bfi_20","bfi_25","bfi_30","bfi_35","bfi_40","bfi_41","bfi_44","lnr_1","lnr_2","lnr_3","lnr_4","lnr_5","lnr_6","lnr_7","lnr_8","uh.vmi_1","uh.vmi_2","uh.vmi_3","uh.vmi_4","uh.vmi_5","uh.vmi_6","uh.vmi_7","uh.vmi_8","uh.vmi_9","N.1.15_1","N.1.15_2","N.1.15_3","N.1.15_4","N.1.15_5","N.1.15_6","N.1.15_7","N.1.15_8","N.1.15_9","N.1.15_10","N.1.15_11","N.1.15_12","N.1.15_13","N.1.15_14","N.1.15_15","brs_1","brs_2","brs_3","brs_4","brs_5","brs_6","dis_1","dis_2","dis_3","dis_4","dis_5","dis_6","grt_1","grt_2","grt_3","grt_4","grt_5","grt_6","grt_7","grt_8","ffmq_1","ffmq_6","ffmq_11","ffmq_2","ffmq_7","ffmq_12","ffmq_3","ffmq_8","ffmq_13","ffmq_4","ffmq_9","ffmq_14","ffmq_5","ffmq_10","ffmq_15","LPC_1","LPC_2","LPC_3","LPC_4","LPC_5","LPC_6","LPC_7","LPC_8","LPC_9","LPC_10","LPC_11","LPC_12","LPC_13","LPC_14","LPC_15","LPC_16","LPC_17","LPC_18","HVS.1SD","HVS.2PO","HVS.3UN","HVS.4AC","HVS.5SE","HVS.6ST","HVS.7CO","HVS.8UN","HVS.9T","HVS.10HE","HVS.11SD","HVS.12BE","HVS.13AC","HVS.14SE","HVS.15ST","HVS.16CO","HVS.17PO","HVS.18BE","HVS.19UN","HVS.20T","HVS.21HE","EI.SA1","EI.SA2","EI.SA3","EI.SA4","EI.SA5","EI.OA6","EI.OA7","EI.OA8","EI.OA9","EI.OA10","EI.OA11","EI.OA12","EI.SM13","EI.SM14","EI.SM15","EI.SM16","EI.SM17","EI.SM18","EI.SM19","EI.OM20","EI.OM21","EI.OM22","EI.OM23","EI.OM24","EI.OM25","EI.OM26","SM.1","SM.2","SM.3","SM.4","SM.5","SM.6","SM.7","SM.8","SM.9","SM.10","SM.11","SM.12","SM.13","uh_1","uh_2","uh_3","uh_4","uh_5","uh_6","uh_7","uh_8","uh_9","uh_10","uh_11","uh_12","uh_13","uh_14","uh_15","uh_16","uh_17","uh_18","uh_19","uh_20","uh_21","uh_22","uh_23","uh_24","uh_25","har_1","har_2","har_3","har_4","har_5","har_6","har_7","har_8","har_9","har_10","har_11","har_12","har_13","har_14","har_15","mt_1","mt_2","mt_3","mt_4","mt_5","mt_6","mt_7","mt_8","sc.hw_1","sc.hw_2","sc.hw_3","sc.hw_4","sc.hw_5","sc.hw_6","sc.hw_7","sc.hw_8","sc.hw_9","sc.hw_10","gpa","Age","Q303","section","prof","gradYr"
"1/24/18 17:25","1/24/18 19:04",0,"144.75.175.202",100,5950,1,"1/24/18 19:05","R_9SqvULuwrACqxSZ",1,3,4,4,4,3,5,5,4,6,5,6,5,4,7,6,6,4,2,5,4,2,5,6,6,3,5,5,3,6,5,2,4,5,4,5,3,5,5,5,6,4,5,4,5,5,5,2,6,5,6,4,5,5,5,5,5,5,6,5,6,4,6,5,5,5,4,5,7,4,6,3,6,4,7,5,6,4,4,6,4,7,7,4,7,6,6,6,6,6,2,5,3,4,6,5,3,3,5,6,4,7,3,5,6,6,5,1,1,2,6,3,2,5,2,4,5,6,4,7,6,3,2,5,1,2,4,3,3,4,2,3,4,3,4,2,5,2,5,1,4,3,5,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,5,4,5,4,4,5,1,6,7,7,1,6,2,3,4,5,4,3,4,3,4,5,5,4,2,4,0,3,1,2,1,1,3,4,4,4,5,3,3,3,3,6,5,3,3,5,5,5,6,4,6,3,6,4,2,2,4,3,3,5,3,2,4,5,4,5,5,3,2,4,3,3,1,4,2,2,1,4,4,3,5,5,2,3,5,3,5,5,5,5,3,3,5,5,2,6,4,6,7,2,4,4,2,4,3,4,1,5,1,4,3,3,4,3,4,2,3,4,3,2,4,2,4,3,4,5,2,5,2,1,4,1,2,4,3,5,4,2,3,3,1,3,2,3,2,3,2,3,1,3,3,1,3,4,4,4,5,3,3,4,2,1,4,0,2,4,2,0,2,1,2,3.3,19,1,NA,3,"2020"
"1/24/18 17:55","1/24/18 19:05",0,"144.75.175.207",100,4211,1,"1/24/18 19:05","R_8oF0bODIUiciVMN",1,4,3,4,4,4,3,3,4,6,4,5,6,5,4,5,2,5,4,7,6,7,4,5,4,4,7,7,5,4,5,5,7,6,7,6,7,7,6,6,5,6,6,6,6,4,4,7,6,5,6,5,5,5,4,3,1,5,1,4,6,2,4,6,4,3,4,1,7,7,4,7,7,5,5,7,6,7,6,6,6,5,5,0,5,6,1,1,2,5,3,6,5,5,7,6,7,6,7,6,6,7,5,5,6,6,7,1,2,5,3,5,1,2,4,6,4,6,6,7,4,7,0,6,6,7,3,0,3,1,3,2,1,3,5,4,2,5,2,4,3,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,5,6,3,2,5,4,1,9,6,8,4,7,1,3,4,4,4,2,5,4,4,5,4,4,3,4,2,1,2,1,2,1,5,4,4,6,7,3,8,3,2,7,4,1,1,8,1,1,8,3,6,2,8,4,2,5,2,3,4,5,4,0,3,3,5,4,5,5,5,5,5,4,1,2,2,3,1,6,3,5,6,6,6,2,6,5,6,3,3,7,5,3,6,5,5,1,0,7,6,6,5,4,4,4,5,4,3,5,3,5,2,3,4,4,3,2,3,4,2,4,2,4,3,2,4,4,3,4,4,3,4,4,3,4,1,5,2,4,3,3,1,1,1,4,3,3,2,3,1,4,2,0,4,5,3,5,5,4,4,3,5,0,3,4,3,1,1,2,1,3,1,2.8,19,2,6,3,"2020"
"1/24/18 18:28","1/24/18 19:18",0,"144.75.175.69",100,3023,1,"1/24/18 19:18","R_06wKWQqKyWA96dL",1,3,3,3,3,5,5,5,4,5,4,4,4,6,4,5,4,4,4,6,5,6,5,6,6,5,6,4,3,5,4,6,5,4,5,5,4,6,5,5,4,6,4,6,4,4,5,4,6,5,5,5,4,5,5,4,5,6,6,6,5,6,4,6,4,4,6,6,4,5,3,5,6,6,5,6,5,6,4,5,4,4,4,1,3,5,1,2,0,4,3,6,5,4,6,1,6,4,6,6,4,6,3,3,6,4,4,5,3,1,4,4,1,4,1,3,5,5,4,5,4,3,3,6,4,3,3,4,3,4,3,3,4,4,3,3,5,4,5,4,5,1,5,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,6,2,6,4,6,5,0,6,9,7,4,5,2,4,4,3,4,5,4,3,3,3,3,2,2,3,2,1,1,2,2,2,3,3,4,3,6,5,2,2,2,7,2,2,2,5,2,2,6,2,4,4,6,3,3,2,2,3,4,3,5,1,4,5,4,3,3,5,3,1,5,3,1,4,2,2,2,5,6,3,6,7,7,5,6,6,6,2,6,6,6,4,6,5,3,5,3,7,7,5,4,5,4,1,4,5,3,5,3,4,4,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,1,2,2,4,2,3,2,2,3,4,2,2,4,4,4,3,3,4,4,4,4,4,1,4,4,4,2,4,3,4,4,2.538,21,1,9,1,"2018"
"1/24/18 19:22","1/24/18 19:53",0,"144.75.175.69",100,1840,1,"1/24/18 19:53","R_6RU40ZlbhUfl1U9",1,3,4,3,4,3,4,2,5,5,4,6,6,6,4,6,5,4,3,4,3,5,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,4,4,5,6,4,4,6,4,5,6,5,6,4,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,6,5,6,5,5,3,3,6,4,5,3,3,4,3,3,6,4,4,2,5,2,5,4,2,5,2,5,5,3,5,3,4,5,5,5,2,2,2,5,3,4,4,2,2,5,3,5,5,5,5,2,5,4,2,2,3,3,3,2,3,3,3,4,4,4,4,3,3,4,4,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,5,4,4,4,5,5,2,9,7,8,3,7,3,4,4,4,2,3,4,3,3,4,3,3,2,3,2,1,2,1,1,2,3,4,3,4,4,5,3,4,4,5,5,4,5,4,5,5,4,4,4,5,5,3,3,3,4,3,4,2,3,2,3,3,3,4,3,3,3,3,3,4,2,4,3,3,3,3,4,2,4,2,4,3,4,3,5,2,5,5,5,2,4,5,3,2,3,5,5,2,3,4,3,3,3,4,2,3,1,3,3,1,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,4,4,2,2,4,2,3,2,2,3,3,3,1,3,3,2,3,2,1,3,3,3,3,4,3,4,4,3,1,1,2,3,2,1,1,4,3,1,2.495,20,1,NA,1,"2020"
"1/24/18 14:49","1/24/18 20:12",0,"144.75.175.69",100,19358,1,"1/24/18 20:12","R_5vwrM53XWLAq10h",1,4,3,3,3,5,5,5,4,7,4,6,7,5,6,5,5,6,6,6,6,7,6,6,6,6,6,6,6,5,5,7,6,6,6,6,6,6,5,5,6,6,6,5,6,6,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,6,7,7,7,4,6,5,7,7,6,4,5,7,6,6,6,3,6,5,6,6,6,5,2,5,4,4,5,2,4,3,5,6,5,6,5,6,6,7,7,4,1,2,6,6,2,4,2,3,5,7,7,6,5,3,1,6,3,4,3,4,4,4,4,4,4,4,5,5,2,4,4,5,4,5,5,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,7,1,4,2,5,1,0,6,7,6,4,5,2,3,4,5,4,3,4,5,5,4,5,4,4,4,3,3,3,3,1,2,4,2,3,1,1,1,1,8,8,8,8,1,8,8,1,1,8,8,8,8,1,2,1,4,2,4,4,3,5,2,2,4,5,2,3,5,3,3,5,3,3,1,6,5,5,5,6,4,6,6,6,5,6,6,3,2,2,5,3,6,6,6,4,5,5,5,6,5,4,4,2,4,5,4,4,4,3,4,5,3,4,1,4,3,4,4,3,2,5,3,4,2,4,5,4,5,2,1,3,4,2,5,2,5,2,2,4,3,1,3,2,3,3,3,4,4,1,3,3,1,3,4,5,5,5,5,4,5,5,3,2,4,4,3,1,3,3,4,3,3.35,19,2,9,1,"2020"
"1/24/18 19:06","1/24/18 20:12",0,"144.75.175.69",100,3976,1,"1/24/18 20:12","R_3QSxBJBkAJLnSxT",1,4,4,4,3,3,1,1,5,6,6,6,6,6,6,7,6,6,4,6,6,6,6,5,6,6,6,6,3,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,3,4,4,5,2,5,3,3,6,3,3,3,4,5,6,6,6,6,6,6,6,6,6,6,6,6,5,2,1,6,4,1,5,1,3,5,6,5,7,6,2,7,6,3,7,6,7,6,4,6,6,7,2,3,1,5,5,1,5,1,5,3,6,2,5,5,6,1,5,2,2,2,2,4,1,1,4,2,3,2,5,5,4,1,5,1,5,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,5,5,5,3,3,3,1,6,5,6,4,6,4,3,4,5,4,4,5,4,4,4,4,4,3,4,3,3,2,3,2,2,4,4,3,7,7,2,1,1,1,6,6,2,4,7,1,1,8,1,7,1,8,2,3,4,4,3,3,4,4,1,3,4,4,5,5,4,5,3,4,2,2,4,5,5,4,6,5,5,6,6,6,5,6,6,5,5,5,6,6,5,6,5,4,5,4,5,5,5,3,4,4,4,4,4,4,4,3,4,4,3,4,2,4,2,4,5,3,4,4,2,4,4,4,5,3,5,4,1,4,3,2,4,4,5,4,1,2,3,1,3,1,3,2,2,1,2,1,3,2,1,2,4,3,4,5,5,4,4,3,1,3,3,2,2,2,1,2,3,3,2.5,19,1,5,3,"2020"
"1/24/18 19:20","1/24/18 20:31",0,"144.75.175.204",100,4235,1,"1/24/18 20:31","R_bqkSbVEGIvR7a17",1,3,3,1,1,5,5,4,3,5,4,6,6,6,7,6,6,7,7,7,7,7,6,7,7,4,7,6,5,2,4,5,6,6,7,6,7,7,5,6,7,7,6,6,6,4,6,6,5,6,5,3,6,6,4,6,6,6,7,5,6,6,6,6,6,5,6,4,7,6,6,6,6,6,6,6,6,4,2,6,6,6,5,3,6,6,1,5,3,5,3,6,2,3,3,0,5,4,3,5,2,6,2,4,6,5,6,0,2,1,6,2,1,3,0,3,4,6,4,5,6,3,5,6,0,1,4,3,4,3,4,3,3,3,5,5,5,5,5,5,5,5,5,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,6,2,7,2,6,2,1,6,6,8,1,6,2,4,4,4,3,3,4,3,4,4,2,2,1,2,2,3,3,4,3,4,2,5,5,8,5,4,4,6,5,6,4,2,4,6,3,4,5,4,6,3,4,3,1,5,2,2,3,3,5,1,3,5,3,2,3,3,4,2,4,4,1,4,5,3,6,5,5,5,6,5,6,5,5,6,6,5,5,6,7,5,6,5,1,5,4,6,5,5,4,4,4,3,4,4,4,4,3,4,4,4,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,2,5,5,2,4,5,5,5,5,2,3,2,3,2,3,2,3,2,3,2,4,2,2,3,4,4,2,5,5,3,4,4,0,0,1,4,1,0,3,1,0,0,NA,19,1,2,2,"2020"
"1/24/18 18:46","1/24/18 20:38",0,"144.75.175.69",100,6736,1,"1/24/18 20:38","R_6yDjJFZIwPg0Oy1",1,5,4,3,4,5,5,5,5,5,3,5,7,6,5,7,7,6,7,7,5,7,6,7,6,7,6,6,6,6,6,5,7,6,7,6,7,7,5,7,7,7,5,7,6,7,7,7,7,7,6,6,4,4,6,6,5,7,5,6,6,6,7,6,7,6,6,6,6,5,6,7,7,4,6,7,7,6,5,7,7,7,6,4,6,5,5,7,4,7,4,5,2,5,3,5,6,5,6,5,1,5,1,5,6,3,5,2,7,6,6,3,4,6,2,3,6,7,4,7,6,7,1,7,4,6,4,4,4,3,4,4,4,4,4,1,4,4,5,1,5,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,6,2,5,2,6,4,0,6,8,7,1,5,3,4,1,4,3,3,3,2,5,5,5,4,3,4,3,3,2,2,3,4,2,3,3,8,8,1,1,1,1,8,6,1,1,8,2,1,6,1,7,2,6,5,1,3,1,2,5,3,5,0,3,5,5,2,2,5,1,2,5,5,2,4,2,2,5,3,6,5,1,2,4,6,2,7,6,2,6,6,6,4,5,5,5,5,4,7,6,4,2,1,4,4,2,4,4,4,2,3,2,1,3,4,4,3,5,4,2,4,5,4,4,4,4,4,3,4,5,3,4,4,4,4,4,5,4,4,3,4,3,3,4,4,3,3,3,3,3,4,3,3,4,4,3,4,2,4,4,4,4,2,3,4,4,3,3,4,4,3,3,3.39,21,1,NA,3,"2019"
"1/24/18 19:50","1/24/18 20:42",0,"144.75.175.69",100,3114,1,"1/24/18 20:42","R_5p9vpZzOJHjwYM5",1,4,3,5,4,5,5,4,4,6,3,5,6,5,5,6,6,6,4,5,5,5,5,5,6,4,3,6,6,5,5,4,3,3,6,7,7,6,4,6,4,6,3,5,5,3,7,5,5,6,5,4,4,5,4,6,6,6,5,6,6,5,6,6,6,6,7,6,6,4,7,4,7,4,5,4,6,3,3,6,6,4,3,5,5,4,4,6,5,6,2,5,2,2,6,4,2,1,5,6,2,7,6,5,4,6,7,5,1,2,7,5,2,5,2,2,4,6,6,5,4,2,2,6,1,1,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,5,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,6,2,6,3,5,2,0,6,5,8,1,5,4,4,4,5,4,4,5,4,3,3,2,3,3,3,3,3,3,3,3,3,4,2,3,7,3,4,4,3,4,5,1,3,5,5,1,1,4,5,6,3,3,2,2,5,2,3,3,4,3,2,2,3,3,4,3,4,2,3,4,3,2,3,4,3,4,6,4,2,3,5,5,5,4,6,6,5,6,6,3,5,5,5,3,5,3,7,7,3,4,3,3,2,3,3,3,3,2,3,2,3,4,2,4,3,4,4,2,4,3,2,4,4,2,5,1,5,4,2,4,4,3,4,4,5,4,1,3,4,1,3,2,4,3,3,4,3,0,3,3,1,3,5,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,4,3,3.78,19,1,9,1,"2020"
"1/24/18 17:39","1/24/18 20:58",0,"144.75.175.69",100,11950,1,"1/24/18 20:58","R_3w0A9Se7oS2mOQl",1,4,4,3,3,2,5,5,4,6,6,6,5,5,6,6,4,6,4,4,4,5,6,5,6,5,5,6,5,6,6,4,4,5,5,5,5,7,6,6,5,6,6,6,5,4,6,4,5,5,7,4,5,4,4,6,5,6,6,5,5,5,5,6,4,5,6,5,6,5,7,4,7,5,6,4,6,3,4,6,6,5,2,2,5,5,1,6,4,3,2,5,2,4,6,2,3,2,5,7,5,7,5,3,7,6,6,1,2,2,5,4,2,3,2,4,6,6,6,6,6,3,1,6,4,2,4,4,3,4,3,3,3,3,4,5,4,4,4,5,3,2,4,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,6,3,6,2,3,2,0,6,7,7,1,5,3,4,4,5,4,4,4,4,4,4,3,4,3,4,3,4,4,3,3,3,4,4,3,6,5,4,4,3,5,4,2,2,4,4,2,2,5,5,6,4,5,4,2,2,3,1,3,5,2,0,3,3,3,5,4,4,3,4,5,3,1,3,5,5,5,6,6,6,6,5,6,5,5,6,6,4,5,4,5,5,6,5,4,6,3,5,6,5,4,3,4,3,4,4,4,4,3,4,4,3,4,3,3,4,3,4,3,4,4,3,4,3,3,4,2,4,3,3,2,2,3,4,5,5,3,4,4,4,2,3,3,3,3,3,3,3,2,4,3,2,3,5,4,4,5,4,5,4,4,1,3,3,2,3,3,3,3,4,4,3.24,19,1,4,3,"2020"
"1/24/18 21:29","1/24/18 22:28",0,"144.75.175.69",100,3500,1,"1/24/18 22:28","R_3eHZEbtDIsuOYyF",1,4,5,4,4,5,5,5,5,4,5,6,7,7,6,5,7,5,4,6,6,7,6,7,5,5,5,6,4,4,4,4,5,5,5,5,5,6,5,7,5,6,6,5,6,4,7,6,6,5,5,6,6,6,6,5,4,5,6,6,5,6,5,6,5,1,5,6,5,5,6,2,7,6,5,6,6,5,5,6,7,3,4,3,6,4,3,4,3,4,3,4,4,6,5,3,4,4,4,5,3,5,4,5,6,6,6,0,3,3,4,4,2,4,3,5,7,5,5,7,7,4,0,5,3,4,3,4,3,3,4,3,3,4,2,4,1,2,1,4,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,4,4,4,3,5,2,2,8,5,8,1,5,3,3,3,5,5,3,5,3,5,3,4,2,2,3,0,3,3,3,3,3,2,2,2,7,6,2,1,3,3,4,1,2,2,6,1,2,5,4,6,4,6,5,1,3,2,2,4,3,3,2,1,3,3,4,3,4,3,3,5,1,2,3,1,3,3,4,4,3,5,4,4,2,4,3,4,3,5,7,3,3,5,4,6,3,3,7,7,3,3,2,3,3,2,3,3,2,2,3,4,3,3,2,2,2,2,2,2,2,1,2,2,3,1,3,2,3,2,2,2,2,2,1,3,2,2,2,2,2,0,3,1,3,2,1,2,2,1,3,2,0,2,5,3,2,5,2,2,2,3,2,1,3,2,2,3,2,2,3,0,2.28,20,1,4,1,"2020"
"1/24/18 20:51","1/25/18 6:46",0,"144.75.175.69",100,35701,1,"1/25/18 6:46","R_01eHAyaZ8WvxSUl",1,2,3,4,3,3,5,5,5,5,5,5,7,5,6,6,5,5,5,7,6,6,6,6,6,5,5,5,4,5,5,4,6,5,5,6,5,7,7,7,6,6,7,5,6,6,5,4,5,6,5,4,6,5,5,6,4,3,6,5,3,6,5,3,5,3,6,3,6,3,6,5,7,6,6,5,6,5,5,4,6,3,3,2,5,5,2,6,2,3,3,5,4,5,6,3,4,2,6,6,4,7,6,5,6,6,6,2,2,1,3,2,1,5,1,3,3,5,4,3,5,4,1,5,3,2,3,3,4,3,3,4,3,3,2,4,4,4,2,4,3,3,4,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,5,3,5,3,5,4,1,7,6,9,3,6,3,3,4,5,4,2,5,3,3,4,2,2,2,4,3,2,3,4,2,2,2,2,2,3,3,5,6,6,6,3,5,5,6,5,7,7,3,6,3,5,3,3,2,3,3,2,2,4,3,1,4,4,4,4,4,3,3,3,4,3,2,3,2,2,3,5,4,2,6,5,4,2,4,5,6,3,6,6,6,2,5,5,2,4,2,6,2,2,3,2,3,1,3,4,2,4,2,4,3,2,4,4,3,4,3,4,4,3,4,4,3,2,4,4,3,3,2,3,3,1,4,2,3,4,3,4,2,3,1,1,2,3,2,3,3,2,1,3,2,0,2,4,3,3,4,3,4,4,3,1,1,3,3,2,1,2,4,3,2,3.8,20,1,7,1,"2020"
"1/24/18 21:30","1/25/18 7:17",0,"144.75.175.204",100,35255,1,"1/25/18 7:17","R_erJc6twCytvPUzj",1,4,4,4,4,5,5,5,5,5,4,6,6,6,5,5,5,5,5,5,4,5,5,5,6,4,6,5,6,4,5,6,5,5,5,6,5,5,5,6,4,5,4,4,6,5,6,6,5,6,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,6,4,6,5,4,5,6,6,6,6,6,5,4,5,6,5,5,3,6,5,5,6,5,6,3,5,3,5,6,2,5,3,6,5,2,5,3,3,5,4,5,4,2,3,5,5,2,2,2,3,5,6,4,5,5,4,2,5,3,4,3,3,3,3,3,2,2,2,2,3,3,4,3,4,4,2,5,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,5,2,5,3,4,4,1,7,7,8,3,6,3,3,2,4,3,3,4,4,4,4,3,3,2,3,3,2,2,3,2,3,3,3,3,5,3,3,3,4,4,5,4,3,3,5,3,3,5,3,5,4,4,3,2,4,4,2,3,4,3,2,3,4,4,4,3,4,3,3,4,3,2,4,3,3,4,4,5,4,5,4,5,3,5,5,5,3,5,5,6,3,5,5,3,5,3,7,6,4,4,3,4,4,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,2,4,3,4,4,2,4,4,4,3,2,3,3,4,2,4,5,2,4,3,3,1,2,2,3,2,2,3,2,2,2,2,1,3,4,3,3,4,3,4,3,3,1,1,3,2,2,1,3,1,2,1,2.4,19,1,7,1,"2020"
"1/25/18 7:45","1/25/18 8:23",0,"144.75.139.150",100,2290,1,"1/25/18 8:23","R_ensnfhwHFxF2Urr",1,5,5,5,5,5,5,5,6,7,7,7,6,6,7,7,7,7,6,7,6,7,7,7,3,7,7,6,7,4,7,7,7,6,5,7,7,7,6,7,7,7,7,7,7,5,7,7,7,7,6,7,6,6,6,7,5,6,5,6,6,5,7,7,7,7,7,6,6,6,6,7,7,6,6,7,7,7,5,7,7,6,7,0,4,5,2,6,4,6,4,7,5,5,7,5,7,4,7,7,6,7,4,4,7,7,7,4,1,1,5,5,1,5,0,5,6,7,7,6,6,6,0,7,2,5,3,3,4,3,3,4,3,3,4,4,4,4,5,4,4,4,4,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,5,3,5,3,6,2,0,6,5,7,4,5,4,5,5,5,4,4,5,4,5,5,4,2,2,2,3,3,3,3,4,1,5,2,3,7,7,2,2,2,1,8,4,1,1,8,1,1,8,1,7,1,7,5,3,5,3,2,5,5,5,0,2,5,5,5,5,5,5,4,5,4,0,3,2,2,2,5,5,6,7,6,7,6,6,7,5,2,7,6,6,5,7,7,4,5,4,6,5,1,4,4,5,5,5,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,5,4,4,2,3,5,4,4,4,2,4,3,4,4,4,5,2,4,3,4,2,2,2,3,2,3,3,2,1,3,0,1,4,5,4,5,5,5,4,4,4,0,4,4,2,1,0,3,4,4,3,1.8,23,1,4,3,"2020"
"1/24/18 18:42","1/25/18 14:59",0,"144.75.175.204",100,73028,1,"1/25/18 14:59","R_0oM30of5AWYPCaV",1,3,4,4,4,5,5,5,6,5,5,6,5,6,6,6,5,6,4,5,6,6,6,5,6,5,5,5,4,4,5,4,4,6,5,5,6,6,6,6,6,4,6,6,5,5,5,5,5,5,4,4,4,5,5,6,5,6,6,6,5,6,5,6,5,6,6,6,3,5,5,5,6,4,5,4,5,4,3,6,5,4,2,2,4,3,2,5,2,3,1,3,4,3,4,2,3,2,5,4,3,6,3,3,6,4,6,2,4,2,6,7,2,5,2,6,4,5,5,5,5,5,2,6,4,3,3,3,4,3,3,3,3,3,2,4,4,3,4,4,2,2,4,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,5,2,5,4,5,4,1,7,6,8,1,6,3,3,3,4,3,2,4,4,4,4,4,3,2,4,2,2,2,1,2,3,4,4,3,6,5,2,3,5,3,7,5,2,4,5,3,4,7,3,6,4,7,3,2,3,3,3,3,3,4,1,2,4,3,4,3,4,2,4,3,4,2,4,4,4,4,5,5,2,4,3,3,2,4,4,3,4,6,5,4,4,5,4,2,3,2,5,5,2,3,2,4,2,2,4,2,3,3,4,2,3,4,3,4,2,2,4,4,4,3,2,4,3,3,4,2,4,3,2,3,2,3,3,4,5,4,2,2,3,2,2,2,3,2,2,2,2,1,3,2,1,3,4,4,4,4,4,3,4,3,2,2,3,2,3,1,2,2,2,3,2.5,21,1,2,2,"2018"
"1/25/18 14:46","1/25/18 15:11",0,"144.75.175.69",100,1541,1,"1/25/18 15:11","R_3xXV0BI1uKQn9jv",1,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,6,5,6,4,6,5,5,6,5,6,4,6,6,4,7,6,6,6,6,6,5,1,1,3,2,1,2,1,2,6,6,5,5,6,4,2,6,4,3,4,3,4,4,3,4,4,3,4,4,5,5,4,5,5,4,4,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,6,2,6,2,6,2,1,7,8,9,2,6,4,4,4,5,4,4,4,5,4,4,4,4,3,4,3,1,3,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,6,3,3,6,3,6,3,6,4,4,4,4,3,4,4,4,1,4,4,4,4,4,5,4,4,5,2,1,4,5,5,5,6,6,5,6,6,6,5,5,6,6,5,6,6,6,5,6,6,2,5,5,6,6,5,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,3,4,2,3,2,3,3,3,3,3,2,4,3,1,3,5,4,4,5,4,4,4,4,2,2,4,4,3,1,3,2,3,3,2.7,20,1,3,2,"2020"
