"Response.ID","Time.Started","Date.Submitted","Status","Language","SessionID","User.Agent","Extended.User.Agent","Tags","Invite.Status","anonID","Source","surVer","Invite.Custom.Field.4","surName","URL.Variable..sguid","In.what.capacity.have.you.observed.this.student.as.a.leader.","Other...please.describe.In.what.capacity.have.you.observed.this.student.as.a.leader.","val_1","val_2","val_3","val_4","val_5","val_6","val_7","val_8","val_9","val_10","val_11","val_12","val_13","val_14","val_15","val_16","val_17","val_18","val_19","val_20","val_21","uh_1","uh_2","uh_3","uh_4","uh_5","uh_6","uh_7","uh_8","uh_9","uh_10","uh_11","uh_12","uh_13","uh_14","uh_15","uh_16","uh_17","uh_18","uh_19","uh_20","uh.only","ili_1","ili_2","ili_3","ili_4","ili_5","ili_6","ili_7","ili_8","ili_9","ili_10","ili_11","ili_12","ili_13","ili_14","ili_15","bfi_1","bfi_2R","bfi_3","bfi_4","bfi_5","bfi_6R","bfi_7","bfi_8R","bfi_9R","bfi_10","bfi_11","bfi_12R","bfi_13","bfi_14","bfi_15","bfi_16","bfi_17","bfi_18R","bfi_19","bfi_20","bfi_21R","bfi_22","bfi_23R","bfi_24R","bfi_25","bfi_26","bfi_27R","bfi_28","bfi_29","bfi_30","bfi_31R","bfi_32","bfi_33","bfi_34R","bfi_35R","bfi_36","bfi_37R","bfi_38","bfi_39","bfi_40","bfi_41R","bfi_42","bfi_43R","bfi_44","ffmq_1","ffmq_2","ffmq_3R","ffmq_4R","ffmq_5","ffmq_6","ffmq_7R","ffmq_8R","ffmq_9R","ffmq_10","ffmq_11","ffmq_12","ffmq_13R","ffmq_14R","ffmq_15","authNaha_1","authNaha_2","authNaha_3","authNaha_4","authNaha_5","authNaha_6","authNaha_7","authNaha_8","authNaha_9","authNaha_10","authNaha_11","authNaha_12","authNaha_13","authNaha_14","authNaha_15","authNaha_16","tfl_1","tfl_2","tfl_3","tfl_4","tfl_5","tfl_6","tfl_7","tfl_8","tfl_9","tfl_10","tfl_11","tfl_12","tfl_13R","tfl_14","tfl_15","tfl_16","tfl_17","tfl_18","narc_1","narc_2","narc_3","narc_4","narc_5","narc_6","narc_7","narc_8","narc_9","narc_10","narc_11","narc_12","narc_13","narc_14","Which.section.of.PS.344.are.you.in.","Who.is.your.professor.","In.what.year.do.you.graduate.","What.is.your.current.GPA...This.is.optional.but.would.be.helpful.for.a.future.class.demonstration.of.the.research.process.","LPC.score.","Identity.Prototypicality.score.","Identity.Advancement.Champion.score.","Identity.Entrepreneurship.score...","Identity.Impresarioship.Embedding.score...","Total.Identity.Leadership.Score","Conformity.score","Tradition.Score","Benevolence.Score","Universalism.Score","Self.Direction.Score","Stimulation.Score","Hedonism.Score","Achievement.Score","Power.Score","Security.Score","UH.Score","Extraversion.score","Agreeableness.Score","Conscientiousness.Score","Neuroticism.Score","Openness.Score","Observing.Score..FFMQ.","Describing.Score..FFMQ.","Acting.with.Awareness.Score..FFMQ.","Nonjudging.Score..FFMQ.","Nonreactivity.Score..FFMQ.","Self.awareness..authentic.","Balanced.perception..authentic.","Value.based.behavior..authentic.","Relational.Transparency..authentic.","Total.authentic.leadership","Type.A","Total.Emotional.Intelligence","Vision..TFL.","Inspirational.motivation..TFL.","Intellectual.stimulation..TFL.","Individualized.consideration..TFL.","Personal.recognition..TFL.","Idealized.influence..TFL.","Total.TFL","Self.monitoring.Score","Positive.Leadership.Score","Narcissism.Score"
904,"9/10/16 19:24","9/19/16 15:29","Complete","English","a4193b49344c4cff83538ebbb81cf3cd","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0)","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0)",NA,"Complete",495,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","OkaV2Vu5mxpS5PbKy","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,8,7,7,7,6,6,8,7,8,6,7,8,7,8,8,8,8,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,2,3,1,3,4,0,4,2,4,1,2,4,7,7,7,1,3,5,6,2,7,7,2,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15,NA,NA,NA,NA,NA,2.333333333,3,2.333333333,2.666666667,3.666666667,26,28,26,22,102,0,5.807692308,7,7,6.666666667,7,7,7,6.944444444,0,96,96
451,"9/10/16 21:15","9/18/16 10:19","Complete","English","cb543bd17f9ca00dd6b101fbae3b62e8","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mob","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G36",NA,"Complete",480,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","yPX4LjI9xm1HWMpZl","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,8,8,7,8,8,7,8,7,8,7,8,7,8,8,8,8,8,NA,7,7,6,6,6,7,6,6,7,7,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,0,4,4,2,0,0,0,4,2,0,0,2,7,7,7,1,5,7,7,1,6,6,1,7,6,7,6,7,7,7,7,6,7,7,7,7,7,6,7,7,1,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.75,7,6.25,6.333333333,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,4,2,4,4,2,27,25,28,24,104,0,5.230769231,7,7,7,6.333333333,6.666666667,7,6.833333333,0,96,96
677,"9/13/16 9:20","9/14/16 11:51","Complete","English","60d44b14565b99916bb236a7aae636ff","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",NA,"Complete",423,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","VdeVB6TqoJ4CrY2P9","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,7,6,6,5,7,7,8,5,7,6,6,4,6,7,7,7,5,NA,5,6,6,4,5,3,4,4,6,4,7,4,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,1,1,2,0,3,1,3,2,1,3,5,6,4,3,4,7,2,5,5,5,5,5,6,5,4,5,6,5,4,6,5,4,5,6,4,5,5,6,2,5,4,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,4.75,5.25,4,4.933333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,1.333333333,3,2,3,2.666666667,22,19,14,19,74,0,5.038461538,5.666666667,5.333333333,4,5,5.333333333,5,5.055555556,0,74,74
32,"9/4/16 15:48","9/4/16 16:14","Complete","English","1fcfafa99519c4456645e2ecc73f1b71","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0",NA,"Complete",119,"Import",1,"COL+Cotting","Self-assessment invite (to students)","aqvpGZIy4W6FvGeOJ","","",4,5,5,5,4,4,3,3,3,4,5,3,5,1,4,3,3,5,3,3,3,4,5,2,4,6,2,2,3,4,4,3,5,1,1,3,4,4,5,2,3,NA,6,7,6,5,6,6,5,5,7,6,5,5,7,7,7,7,4,6,5,5,3,5,6,7,7,6,5,7,7,4,5,4,5,7,6,4,6,4,6,7,7,3,7,5,5,5,5,6,7,4,6,6,6,6,6,3,4,5,4,2,3,2,3,2,2,2,3,2,3,1,2,2,3,2,6,7,6,6,6,4,6,7,6,6,5,6,6,5,5,5,7,5,6,4,7,7,7,6,6,6,7,7,1,6,6,7,7,7,1,0,0,1,1,0,0,1,1,0,1,0,1,0,6,3,3,2.83,77,6.5,6.5,5.75,5,6,3,3,4,4,4.5,4,3.5,5,4,2.5,3.35,5.375,4,4.625,4.25,5.3,1.666666667,2.333333333,1.666666667,1.333333333,2.333333333,25,19,18,14,76,10,4.461538462,7,5.666666667,6,5.666666667,7,7,6.388888889,29,73,77
828,"9/15/16 9:29","9/15/16 10:59","Complete","English","3efa94b3d79eeb45af8b4c714e0b97e3","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safa","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safari/537.36",NA,"Complete",439,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","k69Ag7cRl50Sl5WK6","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,2,1,6,6,3,7,7,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,27,24,26,103,0,5.692307692,7,7,7,7,7,7,7,0,98,98
46,"9/4/16 17:48","9/4/16 18:23","Complete","English","d7e539d06151ccc75218eec3a22a4660","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Saf","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",361,"Import",1,"Dr.+Adelman","Self-assessment invite (to students)","LYPnbDc7OkgFgO9k5","","",5,2,3,3,3,4,3,4,5,3,5,5,4,5,4,4,4,5,3,4,2,4,5,4,6,3,4,1,5,5,8,2,8,6,0,2,2,7,8,4,4,NA,7,7,7,7,7,2,7,7,5,7,7,7,7,7,7,4,5,6,2,6,6,7,2,7,7,6,2,7,3,6,6,7,4,3,6,5,6,5,7,7,5,3,5,4,5,4,7,7,7,6,7,3,4,4,7,4,5,5,4,2,1,2,1,1,0,2,2,3,2,2,1,3,1,3,6,6,6,3,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,3,5,6,4,4,4,4,4,4,4,4,4,4,4,6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,2,3,NA,76,6.5,5.75,7,7,6.533333333,3.5,4.5,5,3.5,5,4,2.5,3.5,3,4,4.4,4.625,5.444444444,4.75,2.375,5.4,1.333333333,1.333333333,1.666666667,2.333333333,2,20,17,18,16,71,6,4.538461538,4.333333333,4.333333333,4.333333333,3.666666667,4.333333333,5.333333333,4.388888889,26,59,63
381,"9/10/16 15:50","9/10/16 16:15","Complete","English","9caff166ca91db9037cbb3eeb9e7a2de","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Saf","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",217,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","lrbq17c0paxFlMkX0","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,7,7,7,4,4,7,7,7,7,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA,3.333333333,2,0.666666667,1.333333333,2.666666667,22,25,22,22,91,0,4.423076923,5,7,7,7,7,7,6.666666667,0,98,98
266,"9/9/16 22:38","9/9/16 23:12","Complete","English","5fa91b6101e7bf01e6e72e4b44a39dfc","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",NA,"Complete",642,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","lrbq9pc0paxFlMkX0","Other","I have interacted with the student in both formal and informal leadership situations but they I am a close friend of the student and have not worked or went to school with the student. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,7,2,5,2,6,4,7,3,7,4,3,4,4,7,8,5,3,NA,7,7,6,6,7,6,6,6,6,7,7,6,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,0,2,3,1,1,2,3,3,3,1,1,2,6,7,6,4,5,3,6,4,6,3,2,6,3,6,6,7,6,6,6,6,7,7,7,7,6,6,7,7,1,4,5,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.75,6.75,6,6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,3.333333333,3.333333333,3,3,2.333333333,22,19,23,18,82,0,5.269230769,6.666666667,5.666666667,5.666666667,6,6.666666667,7,6.277777778,0,84,84
212,"9/9/16 20:58","9/9/16 21:28","Complete","English","26abc05c60cdb90c7c9fb11766c59e87","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/601.7.8",NA,"Complete",281,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","2WjaoyuLov6FXdvrx","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,6,5,6,6,6,5,7,7,6,6,5,6,5,6,5,7,6,7,NA,7,7,7,6,7,7,7,7,7,7,7,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,2,3,2,0,3,1,1,2,3,1,0,4,6,7,7,2,3,4,4,6,7,6,2,4,6,5,6,6,6,6,6,6,7,7,6,6,7,6,6,7,1,5,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.75,7,7,6.333333333,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,2.333333333,3.666666667,2.666666667,3,2.666666667,23,25,19,20,87,0,4.923076923,6.333333333,5.666666667,6.333333333,6,6.666666667,7,6.333333333,0,86,86
416,"9/10/16 19:28","9/14/16 17:27","Complete","English","352b3f4a5bd5408ed4447d162fc463ab","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-G891A Build/MMB29M) AppleWebKit/537.36 (KHTML, like Ge","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-G891A Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36",NA,"Complete",649,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","Bjo96kFWXp8SxbqY8","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,8,6,5,7,7,6,8,5,6,8,6,6,7,8,8,7,8,NA,6,6,6,7,7,3,4,5,4,7,6,5,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,1,3,2,4,2,1,3,4,1,2,1,3,7,6,6,5,5,1,4,2,4,7,3,7,7,7,7,6,7,6,6,3,6,4,6,6,6,4,7,6,1,6,4,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5.5,4.75,5.666666667,5.466666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,NA,NA,NA,NA,NA,3.333333333,1,2.666666667,3,3,27,21,22,16,86,0,4.346153846,6.666666667,6,5.333333333,4.666666667,6.333333333,5.666666667,5.777777778,0,72,72
575,"9/11/16 19:57","9/11/16 21:08","Complete","English","71b659217f9b76d71a28e67de7109054","Mozilla/5.0 (Android 6.0.1; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0","Mozilla/5.0 (Android 6.0.1; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0",NA,"Complete",404,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","56A9WPFZjvwTZKVl9","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,6,4,3,4,6,3,2,3,5,6,2,3,4,5,6,3,4,NA,7,7,7,6,6,7,6,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,2,1,4,1,3,2,3,3,0,2,7,7,6,5,2,7,5,2,6,7,1,7,2,6,7,7,7,5,6,4,4,7,7,7,5,5,6,7,1,7,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.75,7,6.75,6.666666667,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,2,3,1,3,2.666666667,23,23,24,26,96,0,5.5,7,6.333333333,5.666666667,5.333333333,5,7,6.055555556,0,77,77
104,"9/6/16 18:31","9/6/16 20:56","Complete","English","c376834bbabaef8db8210d26c48b4a3d","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",165,"Import",1,"MAJ+Jarman","Self-assessment invite (to students)","p4Mn7nC3nRXI0d3OY","","",4,2,5,5,3,2,5,3,3,4,3,4,5,5,4,3,4,5,3,4,4,4,4,2,4,3,4,2,6,3,6,2,4,6,1,3,3,6,6,2,2,NA,4,6,6,6,6,6,5,5,7,7,6,5,6,6,5,4,4,6,4,5,4,5,3,4,5,6,3,6,6,4,5,6,2,5,6,4,6,4,5,5,4,4,5,5,4,4,6,5,4,5,5,4,5,6,4,3,5,4,5,2,2,2,1,1,3,2,1,1,1,2,1,2,1,1,5,5,5,6,6,4,6,6,5,6,5,5,6,4,4,5,5,6,5,5,5,6,5,6,5,6,7,7,2,5,5,5,6,7,1,0,0,1,1,0,0,1,1,1,1,1,1,0,2,1,3,2.5,55,5.75,6.25,5.5,5.333333333,5.733333333,4,3.5,4.5,4,3.5,3,4,5,3,4,3.65,4.5,5,5,4.625,4.6,2.333333333,1.666666667,2.333333333,3,1,21,17,18,13,69,6,4.423076923,5.333333333,5.666666667,5,5.333333333,6,6.666666667,5.666666667,36,69,71
293,"9/10/16 0:55","9/10/16 1:24","Complete","English","8007e8bad09d71b48dd60ae5f1e730c8","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",165,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","LYPVv0u7OkgFg8O5e","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,6,3,3,2,6,2,6,2,6,6,2,4,3,6,6,3,2,NA,5,5,6,5,6,6,6,5,7,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,2,3,2,2,2,2,3,2,2,2,2,6,5,6,6,5,6,6,6,5,6,5,6,5,5,5,5,6,6,6,5,6,6,6,6,5,5,6,6,2,5,5,5,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5.75,6,5.333333333,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA,NA,3,2,2.333333333,2,2,22,18,19,17,76,0,4.076923077,6,5.666666667,5.333333333,5,5.666666667,6.333333333,5.666666667,0,72,72
675,"9/13/16 9:08","9/14/16 8:41","Complete","English","9aa1b4e3ca0c5c392d3566a2d8630c7c","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Saf","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",384,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","gYKX9osWDbLS8vGKo","3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,6,7,6,7,7,6,6,6,7,7,7,6,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,3,2,2,1,1,2,2,3,1,1,1,6,6,6,2,4,4,5,2,6,6,4,5,6,5,6,6,6,6,5,6,6,5,7,6,5,6,6,7,1,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,2.333333333,2.666666667,3,2.666666667,2,23,24,23,17,87,0,5.076923077,6.666666667,6,5,6,6,6,5.944444444,0,83,83
178,"9/9/16 20:36","9/9/16 20:53","Complete","English","0043ff5d160428e40e43e67c2fb8dbf8","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",NA,"Complete",482,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","Axr3B7UyA18F8wgmn","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,8,6,7,7,8,8,8,7,8,6,8,6,7,8,8,8,4,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,2,4,1,0,1,2,4,2,3,1,2,4,7,7,7,1,4,6,7,3,7,7,1,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,2.333333333,3.666666667,3.333333333,2,4,26,28,26,24,104,0,5.730769231,7,7,7,6.333333333,7,7,6.888888889,0,85,85
