Response ID,Time Started,Date Submitted,Contact ID,SessionID,section,gender,prof,rotc,major,gradYr,formalExp,informalExp,VMItrain_1,VMItrain_2,VMItrain_3,VMItrain_4,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,uh_1,uh_2,uh_3,uh_4,uh_5,uh_6,uh_7,uh_8,uh_9,uh_10,uh_11,uh_12,uh_13,uh_14,uh_15,uh_16,uh_17,uh_18,uh_19,uh_20,uh_21,uh_22,uh_23,uh_24,uh_25,ili_1,ili_2,ili_3,ili_4,ili_5,ili_6,ili_7,ili_8,ili_9,ili_10,ili_11,ili_12,ili_13,ili_14,ili_15,bfi_1,bfi_2R,bfi_3,bfi_4,bfi_5,bfi_6R,bfi_7,bfi_8R,bfi_9R,bfi_10,bfi_11,bfi_12R,bfi_13,bfi_14,bfi_15,bfi_16,bfi_17,bfi_18R,bfi_19,bfi_20,bfi_21R,bfi_22,bfi_23R,bfi_24R,bfi_25,bfi_26,bfi_27R,bfi_28,bfi_29,bfi_30,bfi_31R,bfi_32,bfi_33,bfi_34R,bfi_35R,bfi_36,bfi_37R,bfi_38,bfi_39,bfi_40,bfi_41R,bfi_42,bfi_43R,bfi_44,ffmq_1,ffmq_2,ffmq_3R,ffmq_4R,ffmq_5,ffmq_6,ffmq_7R,ffmq_8R,ffmq_9R,ffmq_10,ffmq_11,ffmq_12,ffmq_13R,ffmq_14R,ffmq_15,uh-vmi_1,uh-vmi_2,uh-vmi_3,uh-vmi_4,uh-vmi_5,uh-vmi_6,uh-vmi_7,uh-vmi_8,uh-vmi_9,auth_1,auth_2,auth_3,auth_4,auth_5,auth_6,auth_7,auth_8,auth_9,auth_10,auth_11,auth_12,auth_13,auth_14,grt_1,grt_2,grt_3,grt_4,hum_1,grt_5,grt_6,grt_7,grt_8,hum_2,chalFreq,leadChal_1,leadChal_2,leadChal_3,leadChal_4,leadChal_5,leadChal_6,leadChal_7,leadChal_8,leadChal_9,leadChal_10,leadChal_11,leadChal_12,leadChal_13,sc-hw_1R,sc-hw_2R,sc-hw_3R,sc-hw_4,sc-hw_5R,sc-hw_6R,sc-hw_7R,sc-hw_8,sc-hw_9R,sc-hw_10R,dis_1R,dis_2R,dis_3,dis_4R,dis_5,dis_6,tfl_1,tfl_2,tfl_3,tfl_4,tfl_5,tfl_6,tfl_7,tfl_8,tfl_9,tfl_10,tfl_11,tfl_12,tfl_13R,tfl_14,tfl_15,tfl_16,tfl_17,tfl_18,brs_1,brs_2,brs_3,brs_4,brs_5,brs_6,narc_1,narc_2,narc_3,narc_4,narc_5,narc_6,narc_7,narc_8,narc_9,narc_10,narc_11,narc_12,narc_13,narc_14,sc-now_1R,sc-now_2R,sc-now_3R,sc-now_4,sc-now_5R,sc-now_6R,sc-now_7R,sc-now_8,sc-now_9R,sc-now_10R,gpa,uh-now,cumTime,currentDate,currentTime
41,9/1/17 17:06,9/1/17 18:09,104836845,921d774c37b47eb6f63292c87421f013,PS-344-10,1,Cotting,MSC,BI,2018,2,4,3,4,3,3,4,2,2,2,1,5,2,3,5,2,5,4,4,2,5,2,2,4,3,3,3,7,6,7,7,7,7,7,5,4,8,5,7,7,6,8,8,3,7,4,5,7,6,8,7,2,6,6,7,5,5,4,6,4,6,6,6,5,5,6,6,4,3,6,3,6,6,6,4,6,6,4,2,6,4,4,4,6,2,3,5,4,6,2,5,5,3,2,6,2,4,4,6,6,6,4,4,2,5,3,5,4,6,4,4,2,2,2,2,3,1,2,3,2,2,2,2,3,1,2,8,8,6,6,8,8,7,8,8,6,6,5,5,5,7,6,6,5,7,6,5,5,7,1,4,3,5,4,2,2,4,4,4,4,5,6,5,4,5,5,5,4,5,5,4,5,6,3,1,1,6,0,4,2,6,1,1,7,4,6,4,3,4,6,6,5,6,6,5,5,6,4,5,6,6,3,5,5,6,6,6,6,2,2,2,6,2,0,1,0,0,1,0,0,1,1,1,1,1,1,0,2,4,1,4,1,1,3,4,1,1,3.75,9,3803,9/1/17,6:09 PM
42,9/1/17 17:10,9/3/17 18:17,104219402,d42f61e498f01fcbf11dca0855abaf40,PS-344-06,1,Jarman,MSC,CS,2019,4,4,4,4,4,4,4,2,3,4,1,4,5,3,3,1,2,5,3,5,5,4,4,5,4,5,1,3,5,7,8,6,6,6,8,5,8,7,8,8,3,8,8,1,7,6,6,8,7,8,3,6,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,2,7,1,5,1,7,2,6,7,7,1,7,2,6,6,6,2,2,7,2,6,1,2,5,7,2,7,2,5,2,6,7,6,3,6,2,7,1,7,2,7,6,5,1,2,0,0,3,4,2,2,1,4,4,1,2,0,3,8,8,8,3,8,8,5,8,7,7,6,3,7,7,5,7,7,7,7,6,7,7,7,2,4,2,5,3,2,1,5,5,3,4,7,7,6,7,7,7,7,7,7,7,7,7,7,5,2,0,4,4,5,2,4,1,0,9,1,8,1,1,9,7,7,5,5,7,6,7,7,7,5,7,7,1,6,5,6,7,7,7,1,7,1,7,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,8,0,0,0,6,0,0,3.3,9,176822,9/3/17,6:17 PM
43,9/1/17 17:10,9/10/17 16:16,104219161,269e57776b307a9a6c5e3bab28270b17,PS-344-10,1,Cotting,NSX,BI,2019,2,1,3,3,2,3,1,1,3,5,5,1,5,4,4,2,3,5,5,3,1,5,4,4,3,5,1,6,6,5,7,7,5,5,7,5,7,6,7,7,5,7,7,4,6,6,5,7,6,7,5,6,7,7,7,5,6,6,7,5,7,6,7,5,7,6,7,1,2,7,1,3,7,7,1,6,2,2,1,7,7,4,3,7,2,6,2,7,7,1,7,2,2,5,7,2,1,7,7,6,6,7,1,2,6,7,1,7,7,5,1,2,1,2,2,2,0,3,2,3,3,3,0,2,2,3,8,8,8,6,7,8,5,8,7,6,7,1,4,7,5,4,6,7,4,4,6,7,4,3,4,1,5,4,2,3,4,5,4,2,6,5,7,6,3,6,6,6,7,6,3,6,6,8,8,4,4,4,6,4,4,5,6,7,2,6,3,2,8,6,6,4,6,6,7,5,6,4,6,6,7,2,4,2,6,6,7,6,2,6,2,6,2,1,1,1,1,0,1,1,0,1,1,0,0,1,0,5,4,1,8,0,4,2,2,0,1,3.954,9,774360,9/10/17,4:14 PM
44,9/1/17 17:12,9/1/17 18:43,104836823,d0ea6b9529352b32da25a37f1d45bd7c,PS-344-07,1,Barber,NSX,PS,2019,3,3,4,4,4,4,4,2,4,5,2,4,3,4,4,3,4,5,3,2,4,3,5,4,4,5,3,8,7,7,6,8,7,5,6,7,5,5,6,7,6,0,8,7,6,7,6,7,7,6,8,6,7,7,7,6,7,3,7,6,6,6,7,6,6,7,7,3,7,7,4,5,7,4,6,6,6,5,3,7,7,7,3,7,2,7,7,7,7,3,6,5,5,7,7,7,7,7,5,7,6,7,5,5,7,7,7,5,5,2,2,3,3,2,4,3,2,3,1,3,2,2,3,4,3,2,8,7,6,8,7,8,6,4,6,7,6,5,6,5,6,5,4,3,5,4,5,6,3,5,4,4,5,5,4,4,5,5,4,4,6,7,5,6,5,4,6,5,5,7,5,5,6,5,5,6,4,6,4,1,7,1,0,7,8,7,6,5,8,6,5,5,6,7,7,6,5,5,5,6,6,4,5,5,4,6,5,7,7,6,6,7,6,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,5,6,5,6,5,4,6,0,0,3.88,4,5431,9/1/17,6:42 PM
45,9/1/17 17:05,9/1/17 17:50,104219901,cc1b93c3bf72daf069f38874a9283a64,PS-344-02,1,Gornick,MSC,ME,2019,3,3,3,4,2,4,5,5,4,3,5,5,3,4,5,4,4,4,4,2,4,2,3,5,4,4,4,6,7,6,6,3,6,6,5,5,4,5,5,3,3,6,6,3,6,6,6,3,6,8,5,5,6,6,6,6,6,5,7,6,5,6,6,6,6,6,5,5,6,7,5,6,6,6,2,6,7,3,2,6,3,6,2,7,6,7,7,5,7,1,7,7,5,2,7,1,2,3,6,7,7,2,6,1,6,2,6,6,6,2,6,3,3,1,4,3,4,1,0,3,4,4,3,1,2,1,8,8,8,8,8,8,8,8,8,6,5,3,3,6,7,7,7,5,7,6,6,6,6,3,4,2,4,4,2,2,5,5,5,4,6,7,7,7,6,6,6,5,6,6,7,7,6,6,2,1,7,2,2,3,5,0,3,6,2,7,4,1,6,6,3,6,6,6,6,6,6,6,6,6,5,1,5,6,6,6,6,6,1,7,1,2,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,6,3,1,6,1,2,1,6,0,1,3.33,9,2702,9/1/17,5:50 PM
46,9/1/17 17:45,9/1/17 18:26,104836844,62d1a05cd2992275f2249b53a2395866,PS-344-10,1,Cotting,MSC,BI,2019,4,3,4,4,4,4,4,3,4,5,2,5,4,5,5,4,5,5,5,4,4,5,1,5,2,2,3,6,5,7,7,8,6,8,8,7,8,8,6,7,0,8,4,0,0,2,5,8,6,8,6,5,6,7,7,7,7,6,6,6,7,7,7,5,7,5,4,6,6,7,1,5,5,7,1,7,6,6,2,7,4,5,5,6,1,2,5,4,7,1,7,3,7,1,7,1,6,4,6,7,7,6,6,1,7,3,4,4,6,1,3,0,3,0,0,3,1,1,3,0,3,0,3,3,0,3,8,8,8,8,4,8,8,6,6,6,6,7,4,6,7,7,7,7,6,6,6,5,7,3,5,2,5,5,2,3,5,5,5,4,6,5,7,6,6,6,5,4,6,6,5,7,6,7,7,0,5,3,4,1,5,8,0,8,7,2,5,1,7,6,6,4,5,5,6,7,7,4,7,6,6,1,5,4,6,6,5,7,2,7,1,6,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,8,0,1,0,7,0,0,2.914,9,2470,9/1/17,6:25 PM
47,9/1/17 17:50,9/4/17 21:07,104836779,4f58bca0c4fb60afde114808aa1dbae8,PS-344-02,1,Gornick,MSX,MC,2019,2,1,4,4,4,4,3,1,5,1,1,4,4,5,5,2,3,4,4,4,3,2,3,5,3,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,7,7,4,7,1,7,7,7,7,7,7,7,7,7,7,1,5,1,4,5,5,5,5,5,5,1,7,7,4,1,7,3,5,5,5,7,5,4,3,2,1,7,7,7,7,7,5,5,6,7,5,7,5,5,1,7,6,4,4,3,3,2,3,4,3,2,2,3,3,3,2,1,2,6,6,6,6,6,6,6,6,6,7,7,4,7,4,4,4,7,4,7,7,7,7,4,3,3,3,5,5,3,3,4,5,5,4,5,7,7,5,6,6,6,6,6,4,5,7,4,4,4,0,6,2,5,2,6,0,0,8,3,1,3,1,7,5,5,4,5,5,5,5,6,6,6,6,4,2,4,5,4,6,4,7,2,7,2,7,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8,0,2,0,8,0,0,,9,271047,9/4/17,9:07 PM
48,9/1/17 17:55,9/8/17 12:50,104836791,3408eba32fdd1ace86e8eea3abd1c942,PS-344-04,2,Jarman,MS,CE,2019,2,3,1,1,2,4,5,5,5,3,3,5,1,4,4,1,3,3,2,2,5,1,3,5,4,2,2,5,3,6,7,8,7,5,8,7,8,2,8,7,1,8,8,3,4,5,2,8,3,8,1,5,4,6,7,7,5,5,6,7,3,7,5,6,6,7,3,6,5,5,2,7,1,6,7,6,7,6,1,7,7,6,7,7,7,2,7,1,7,2,3,7,7,5,7,7,1,3,5,6,6,1,7,5,3,3,7,5,5,7,1,3,2,4,1,3,0,3,3,2,2,3,2,3,1,3,5,8,3,1,8,8,0,8,6,3,5,5,3,6,7,7,7,5,6,3,1,4,5,5,2,5,5,4,4,5,2,5,3,3,5,6,6,6,6,5,5,3,2,2,4,5,5,2,1,0,7,0,2,1,7,2,2,6,4,1,6,4,4,6,6,7,5,7,5,5,5,7,5,7,5,3,7,7,6,7,5,7,5,7,2,5,2,0,1,0,0,1,0,0,1,0,1,1,0,1,0,6,0,0,8,1,2,2,2,0,0,3.85,9,586491,9/8/17,12:50 PM
49,9/1/17 18:00,9/1/17 18:35,104836759,51cb12b682fcb0b2df1c08f819cb7fff,PS-344-01,1,Gornick,MSC,HI,2019,2,2,3,3,4,4,4,2,2,3,1,4,4,4,3,3,4,4,5,3,5,4,3,4,5,4,4,6,6,4,5,6,5,3,4,5,4,5,6,5,2,5,6,3,4,5,6,5,3,6,5,4,7,6,5,6,6,6,6,5,6,7,6,6,6,6,6,4,3,6,1,5,5,6,2,6,6,6,2,7,5,5,6,5,1,4,5,5,6,2,6,5,5,2,6,2,5,5,6,6,6,6,5,2,6,2,3,3,6,2,4,1,2,1,1,3,2,2,3,1,2,2,2,3,1,1,6,7,5,4,6,8,5,7,6,6,6,5,4,7,5,4,3,6,7,6,5,7,5,2,4,2,5,4,1,2,5,5,5,4,6,6,7,6,6,7,7,6,7,6,6,6,6,2,2,1,5,4,5,4,4,2,3,8,3,8,2,1,7,6,6,5,6,7,6,6,6,5,6,5,7,2,5,6,6,5,7,7,2,6,3,4,2,1,0,0,0,1,0,0,1,0,1,1,1,1,0,2,0,1,7,2,1,1,7,0,0,2.9,9,2109,9/1/17,6:35 PM
50,9/1/17 20:29,9/11/17 22:12,104219114,3ed0143d78e54bc65ff319177b8cfa95,PS-344-07,1,Barber,MSC,BI,2019,1,2,3,2,2,3,3,2,4,3,2,4,5,4,5,3,3,4,3,5,5,5,4,5,4,5,4,4,4,3,6,7,5,5,6,5,8,7,6,6,4,8,2,1,4,0,0,6,6,5,6,6,6,7,6,7,5,5,6,4,6,5,6,5,6,6,4,2,2,6,4,1,7,6,5,6,7,4,1,7,4,5,3,7,4,4,5,6,7,5,6,5,3,3,5,3,4,6,7,6,5,6,2,4,4,5,4,4,6,7,1,1,0,2,3,2,3,3,2,2,2,1,2,3,2,2,7,8,3,4,6,8,5,8,7,6,6,4,6,5,7,5,4,3,5,5,5,6,4,4,3,3,5,4,2,5,3,4,4,3,4,3,5,4,4,5,2,1,6,4,1,3,2,5,8,3,3,3,6,6,4,5,3,7,3,5,4,4,5,5,3,3,5,6,5,5,6,4,6,6,5,2,4,3,5,6,7,5,5,5,3,4,4,1,1,1,1,1,0,0,0,1,0,1,1,0,0,5,6,3,7,2,6,4,6,0,1,3,5,870175,9/11/17,10:03 PM
51,9/1/17 20:31,9/1/17 21:53,104836763,3bcaac870fe31044c3fc1e77e585b60e,PS-344-01,1,Gornick,MSC,ECE,2019,3,2,3,3,4,4,4,2,5,1,1,5,5,5,5,2,2,5,2,5,4,5,5,3,2,5,3,5,7,3,5,8,6,7,5,5,4,5,3,8,6,6,1,3,3,1,4,7,6,7,8,5,6,6,7,7,7,4,7,6,3,7,7,6,6,7,7,6,4,7,1,5,2,7,1,7,7,6,2,7,3,6,4,4,1,1,4,6,7,1,7,6,6,2,7,1,5,3,6,7,7,7,7,7,6,2,5,6,7,1,1,2,1,0,0,3,3,0,3,0,4,3,3,1,0,4,8,8,5,1,4,8,1,8,7,6,6,6,6,7,7,5,7,7,7,7,6,7,6,2,5,2,5,5,1,2,5,5,5,4,6,6,6,6,6,6,6,6,6,6,6,7,6,1,1,0,8,2,1,1,6,0,0,8,3,8,3,2,8,7,6,5,4,6,7,7,7,7,6,7,7,1,6,5,6,7,7,7,1,7,1,7,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,6,2,2,2,6,0,0,3.72,7,4923,9/1/17,9:53 PM
52,9/1/17 20:15,9/1/17 21:35,104219391,7478eac8d37404d8929a37d5a268376d,PS-344-11,1,Cotting,MS,IS,2019,2,1,2,3,3,4,2,3,3,3,5,3,4,4,4,2,4,4,3,4,3,4,4,5,3,5,3,7,7,6,8,6,6,7,6,7,8,6,5,7,6,7,6,5,7,6,6,7,5,8,5,5,6,7,6,5,6,7,6,5,6,7,7,6,6,7,6,2,4,6,2,4,6,6,2,5,6,5,2,6,6,4,5,6,1,6,5,7,6,1,6,5,4,3,6,5,5,7,6,6,6,7,3,1,6,3,5,4,6,2,5,3,2,1,1,3,3,2,2,1,3,3,2,1,1,3,8,7,6,4,6,8,6,7,7,6,6,5,6,7,7,6,6,6,7,6,5,6,6,3,4,5,5,4,2,2,5,5,4,1,6,5,6,7,5,7,6,5,6,6,3,6,5,7,4,1,7,2,4,2,6,1,0,8,3,7,4,2,8,6,6,5,5,6,7,6,6,5,6,7,6,1,5,5,6,6,7,5,2,6,2,6,2,0,1,0,1,0,1,0,0,1,1,1,0,1,0,4,2,2,6,1,3,2,4,2,0,3.2,7,4784,9/1/17,9:34 PM
53,9/1/17 18:20,9/1/17 21:22,104219772,fb39f7866cd4782ec53951d05c870543,PS-344-01,1,Gornick,MCX,IS,2019,4,2,4,3,4,4,5,2,1,5,3,5,5,2,4,5,3,5,5,5,4,5,5,5,5,5,3,6,4,8,4,6,8,4,3,7,8,8,6,4,2,8,4,1,6,4,6,6,4,8,3,4,4,7,6,7,7,5,7,4,6,4,7,5,6,6,6,7,4,7,2,6,1,5,1,7,7,5,2,6,2,6,7,7,1,5,7,1,6,2,4,7,7,1,6,5,7,1,3,7,4,7,7,6,6,5,4,4,6,2,7,2,3,0,2,1,4,4,1,3,4,4,2,0,3,2,8,8,4,7,8,8,6,8,8,5,4,4,3,5,6,4,7,4,3,5,4,5,2,3,5,4,5,3,3,1,5,5,3,3,6,4,5,6,7,6,5,5,6,5,4,6,5,6,4,2,5,0,6,4,7,2,2,9,3,1,2,3,9,6,4,6,5,7,7,5,6,6,5,6,6,2,5,4,6,6,7,3,4,4,5,3,5,0,1,1,1,1,1,1,1,0,1,1,1,1,0,4,4,4,5,2,4,0,5,0,0,,8,10919,9/1/17,9:22 PM
54,9/1/17 20:47,9/6/17 21:22,104219699,aa1346d6aec2adc6c278f24416bde8c3,PS-344-09,1,Barber,MC,IS,2019,2,2,2,2,3,2,4,2,1,2,1,3,5,1,4,2,3,2,4,3,4,1,3,5,2,5,1,6,7,5,6,6,4,7,6,7,3,4,4,6,3,5,3,2,4,1,7,6,6,8,3,4,6,6,5,5,6,6,7,4,5,6,6,5,7,5,7,6,4,3,1,4,6,6,5,7,7,6,2,4,4,7,3,3,6,1,6,3,4,5,7,5,4,4,5,2,6,2,2,3,7,3,5,4,5,2,7,3,4,6,7,0,1,2,0,4,0,1,1,0,3,1,3,2,0,4,6,8,6,5,7,8,4,8,8,6,5,3,4,7,6,5,3,7,4,5,3,7,6,4,5,4,3,3,4,4,3,3,4,2,5,3,4,6,4,5,6,6,6,5,4,5,4,7,7,4,5,3,5,2,3,5,3,6,2,2,4,1,7,5,6,4,3,5,6,5,6,7,3,4,6,2,3,5,6,7,6,5,2,5,3,6,2,0,0,1,1,0,1,0,1,0,1,1,0,1,0,2,3,1,7,2,2,3,6,0,0,,8,434104,9/6/17,9:22 PM
55,9/1/17 15:30,9/11/17 15:47,104836861,54e885b370745a6ce3c6861a74a68d95,PS-344-11,1,Cotting,MCX,CS,2020,1,2,3,3,3,3,4,1,5,2,2,4,3,5,5,3,5,4,4,5,5,4,3,5,4,4,4,4,6,4,7,8,5,8,7,6,8,3,3,8,4,6,7,4,8,6,3,6,7,6,2,6,7,2,6,4,6,2,7,4,5,7,7,6,6,2,2,4,3,3,4,5,5,6,6,5,7,6,1,5,6,4,4,6,3,4,6,6,6,2,1,4,3,5,7,2,6,6,5,6,6,5,5,4,3,4,5,6,7,3,6,1,2,3,3,3,2,2,2,2,2,2,1,2,2,3,3,8,3,4,6,8,3,6,5,5,6,6,4,4,6,6,5,5,5,6,6,6,5,3,2,2,4,4,2,4,5,4,4,2,4,4,3,4,5,6,5,4,5,5,4,6,4,6,5,1,7,5,6,1,1,0,0,9,1,7,7,3,2,2,4,6,3,2,6,6,5,5,2,4,4,6,6,5,4,2,6,5,3,5,4,3,6,0,1,1,1,1,0,0,1,1,1,1,0,1,0,2,4,0,7,4,0,1,3,0,0,3.2,8,865048,9/11/17,3:46 PM
56,9/1/17 20:51,9/1/17 22:06,104219808,b46bf20f91e9eb913ce7b3e6127d3b06,PS-344-09,1,Barber,NSX,IS,2018,4,3,2,3,1,1,4,2,4,2,1,4,3,4,5,3,5,4,2,3,5,3,4,5,5,4,3,7,7,7,8,5,6,7,7,5,8,8,8,8,3,8,8,3,6,5,7,7,8,8,6,5,7,6,7,6,7,7,6,5,6,7,7,6,7,7,6,5,4,6,1,7,6,7,3,7,7,7,1,7,1,5,5,6,5,1,7,5,5,1,7,6,7,5,7,1,4,2,6,5,7,4,4,2,6,1,6,2,6,5,5,4,4,2,1,3,2,1,2,1,4,2,3,2,0,4,8,8,8,8,8,8,6,8,6,7,6,5,6,7,7,7,7,6,7,7,6,6,6,3,4,2,5,5,2,1,4,4,4,4,6,7,7,7,6,6,7,6,7,6,5,7,7,3,4,0,8,3,1,1,7,0,0,9,1,9,2,1,9,7,7,5,4,7,7,6,7,5,5,7,6,2,6,3,6,7,7,7,1,6,1,6,2,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,8,0,0,0,7,0,0,,9,4521,9/1/17,10:06 PM
57,9/1/17 20:53,9/3/17 20:09,104219118,11ec1dc4dfd07278ba7163aedfb32ce8,PS-344-05,2,Jarman,AS,CH,2018,3,3,3,4,4,4,2,3,5,4,5,4,5,5,4,1,5,5,4,5,3,5,5,5,5,2,3,5,5,3,2,1,0,2,5,2,2,2,2,7,1,6,0,0,6,0,6,1,0,3,0,0,7,7,7,4,7,6,7,4,7,6,6,4,7,7,7,6,5,7,1,2,6,7,1,1,7,6,1,7,7,7,7,7,2,7,7,5,7,2,4,2,7,7,7,7,2,3,7,7,5,7,6,5,7,7,7,7,7,6,1,4,4,3,3,3,4,0,4,0,2,4,4,4,0,2,6,6,0,0,0,6,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,4,5,5,4,4,5,5,5,2,5,1,5,5,1,2,5,1,5,1,1,5,1,8,8,8,0,8,8,8,0,6,8,7,9,9,1,9,9,3,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,5,7,6,5,5,0,1,1,0,1,1,0,0,1,1,1,0,1,0,8,8,8,6,0,0,0,2,0,0,2.7,8,170114,9/3/17,8:08 PM
58,9/1/17 21:41,9/10/17 15:07,104836817,48a337eb1c66b8fd7d91ec25c86b091d,PS-344-07,2,Barber,MS,BI,2019,2,2,3,3,2,3,3,1,5,3,4,4,4,5,5,3,2,5,3,3,2,3,3,5,5,3,3,5,5,4,7,7,4,7,7,4,7,5,4,7,3,8,2,3,7,4,5,7,4,8,6,3,6,7,7,6,6,5,7,7,7,6,6,7,6,7,7,5,3,6,1,5,7,7,3,6,7,5,3,7,5,4,6,7,2,5,5,7,6,1,6,4,5,2,6,3,5,6,7,7,5,5,6,2,6,5,4,3,6,3,5,3,2,1,2,2,3,3,2,2,2,3,2,2,2,3,7,7,4,3,7,7,4,8,6,5,7,4,6,6,7,7,7,7,7,6,5,7,6,2,3,3,5,4,3,2,3,4,3,3,5,4,5,3,4,7,4,5,7,4,4,6,4,5,3,0,5,6,3,6,4,0,3,4,2,2,5,4,3,4,5,5,6,5,6,5,6,5,6,6,5,3,6,5,6,6,5,6,3,6,2,5,3,0,1,1,0,0,1,0,0,1,1,1,0,1,0,7,6,2,3,3,1,6,1,1,4,2.361,8,753958,9/10/17,3:07 PM
59,9/1/17 15:44,9/12/17 21:36,104219893,60c325b60c65bc6deb7d6239087c0c07,PS-344-03,2,Gornick,MCX,PS,2019,3,3,4,4,4,4,4,2,4,5,1,5,3,4,4,4,5,5,4,5,5,3,5,5,3,2,5,4,4,5,7,3,6,4,8,2,6,3,4,7,2,7,5,3,7,3,3,6,7,8,2,7,7,7,7,6,6,5,6,6,6,7,7,7,7,7,6,6,6,6,1,6,3,6,2,7,7,7,2,6,5,5,7,6,1,3,6,2,7,1,7,5,7,5,7,5,4,2,6,6,7,5,7,4,6,3,7,2,7,6,1,2,4,2,2,4,3,0,1,0,2,3,4,2,0,2,8,8,7,3,6,8,1,8,6,6,7,7,7,6,7,7,6,7,6,7,7,7,6,3,5,3,5,4,3,3,4,5,4,4,7,7,7,7,7,6,7,7,7,6,6,7,7,8,7,3,2,5,6,6,2,4,3,9,2,8,1,1,9,7,6,6,6,6,6,7,6,6,6,6,6,1,6,6,6,5,6,7,1,6,1,6,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,8,0,0,0,8,0,0,,9,971510,9/12/17,9:35 PM
60,9/1/17 23:13,9/4/17 20:32,104836853,077dcecfd8fb55320322fd647a52907a,PS-344-10,1,Cotting,MC,IS,2019,2,3,2,2,3,3,3,2,1,2,1,4,2,3,4,2,3,3,2,3,4,2,4,5,5,5,3,7,7,7,6,6,7,6,7,5,6,6,6,7,4,5,6,5,6,5,6,6,6,7,6,5,6,6,7,6,6,5,7,7,7,7,6,6,7,6,7,3,4,6,2,5,6,6,2,6,6,5,1,6,2,5,4,5,3,2,5,6,6,2,6,5,3,2,6,2,6,3,6,6,6,5,5,1,6,1,7,6,5,2,7,4,3,1,1,4,3,1,2,1,3,3,2,1,1,3,8,8,6,5,7,8,5,7,7,5,7,7,5,6,6,5,5,6,7,6,6,6,7,2,4,2,4,4,3,2,4,4,4,3,5,4,5,6,5,6,6,4,5,6,4,6,5,4,2,2,6,2,5,2,6,0,0,6,3,7,2,2,5,6,3,6,4,6,6,5,4,3,6,5,6,2,6,4,5,4,6,6,2,6,2,6,2,1,0,0,1,1,0,0,1,1,1,1,0,1,0,2,4,0,6,0,1,1,4,0,0,3.2,7,249556,9/4/17,8:32 PM
61,9/2/17 9:22,9/3/17 10:39,104836777,244e9dd9e2f536fcff02d772d392da70,PS-344-02,1,Gornick,AS,CS,2019,2,3,3,4,3,3,3,5,2,4,3,3,4,4,4,2,3,4,4,5,3,4,2,4,3,4,3,6,6,5,4,8,6,6,7,6,8,8,5,8,6,8,8,4,4,7,6,8,7,8,6,7,6,7,7,5,5,4,6,5,6,7,6,7,6,6,7,3,2,7,3,5,5,6,2,6,5,4,2,6,4,5,3,6,1,5,6,5,6,2,7,5,4,3,6,2,6,5,7,6,6,7,4,2,6,3,5,4,6,1,4,1,3,0,2,3,2,0,2,1,2,3,4,1,2,3,7,8,3,0,6,8,1,8,6,6,6,5,4,5,6,4,6,3,6,6,5,6,7,2,4,4,5,4,4,2,5,4,5,1,5,4,5,7,6,5,5,4,5,3,4,5,5,6,6,1,7,4,2,5,4,2,4,4,6,1,7,5,5,4,6,5,7,7,5,3,6,5,7,6,5,4,5,5,6,6,5,5,4,6,3,5,4,1,1,1,1,1,0,0,0,1,0,0,1,0,1,6,2,1,7,4,5,5,3,1,2,3.283,7,91007,9/3/17,10:38 AM
62,9/2/17 9:24,9/2/17 10:09,104219196,1914d347ba6e30bd2346149db4db2a90,PS-344-04,1,Jarman,NSX,HI,2019,2,3,3,3,2,4,3,1,5,2,2,3,4,5,5,3,2,5,2,5,5,4,4,5,4,5,5,6,6,7,6,5,5,6,6,7,8,6,6,6,5,8,8,5,6,7,6,5,6,8,7,8,6,7,7,5,6,5,7,6,6,7,7,5,6,7,6,6,5,5,1,5,4,7,4,7,7,7,2,6,3,7,6,7,4,3,7,3,7,3,7,6,5,3,6,2,3,5,7,6,6,5,6,2,7,3,7,5,7,4,4,2,4,1,1,3,2,1,1,0,3,2,4,0,0,2,6,8,6,5,8,8,5,7,7,6,6,4,5,7,6,7,7,7,6,4,6,6,7,3,3,2,4,4,2,2,5,5,5,2,6,6,6,6,5,7,5,6,7,7,5,7,4,6,6,3,6,5,6,4,5,6,5,8,3,5,4,2,7,5,6,6,7,6,6,6,7,5,7,7,6,3,6,5,7,7,6,6,2,5,3,5,2,0,1,0,1,1,0,0,1,1,1,0,0,1,0,3,0,0,6,1,4,0,4,8,2,3.3,8,2694,9/2/17,10:08 AM
